"Wavelength","Hamamatsu ORCA-Fusion C14440-20UP"
326,0.04800000041723251
327,0.05700000002980232
328,0.06400000303983688
329,0.07199999690055847
330,0.07999999821186066
331,0.08799999952316284
332,0.0989999994635582
333,0.10599999874830246
334,0.11699999868869781
335,0.12099999934434891
336,0.13199999928474426
337,0.1379999965429306
338,0.15000000596046448
339,0.1550000011920929
340,0.16599999368190765
341,0.17399999499320984
342,0.1860000044107437
343,0.19200000166893005
344,0.20499999821186066
345,0.21199999749660492
346,0.22599999606609344
347,0.2329999953508377
348,0.2460000067949295
349,0.2529999911785126
350,0.2669999897480011
351,0.27399998903274536
352,0.28999999165534973
353,0.296999990940094
354,0.3109999895095825
355,0.31700000166893005
356,0.3310000002384186
357,0.33799999952316284
358,0.35100001096725464
359,0.3569999933242798
360,0.36800000071525574
361,0.375
362,0.38600000739097595
363,0.3919999897480011
364,0.40400001406669617
365,0.4099999964237213
366,0.42100000381469727
367,0.4259999990463257
368,0.43700000643730164
369,0.4429999887943268
370,0.453000009059906
371,0.4580000042915344
372,0.4690000116825104
373,0.4749999940395355
374,0.48500001430511475
375,0.49000000953674316
376,0.5
377,0.5040000081062317
378,0.5139999985694885
379,0.5189999938011169
380,0.527999997138977
381,0.5320000052452087
382,0.5410000085830688
383,0.5460000038146973
384,0.5550000071525574
385,0.5600000023841858
386,0.5690000057220459
387,0.5730000138282776
388,0.5820000171661377
389,0.5860000252723694
390,0.5960000157356262
391,0.5989999771118164
392,0.6079999804496765
393,0.6129999756813049
394,0.621999979019165
395,0.6259999871253967
396,0.6349999904632568
397,0.640999972820282
398,0.6499999761581421
399,0.6539999842643738
400,0.6600000262260437
401,0.6650000214576721
402,0.6710000038146973
403,0.6729999780654907
404,0.6769999861717224
405,0.6790000200271606
406,0.6840000152587891
407,0.6859999895095825
408,0.6899999976158142
409,0.6930000185966492
410,0.6970000267028809
411,0.7009999752044678
412,0.7039999961853027
413,0.7080000042915344
414,0.7110000252723694
415,0.7149999737739563
416,0.7170000076293945
417,0.7210000157356262
418,0.7229999899864197
419,0.7269999980926514
420,0.7289999723434448
421,0.7319999933242798
422,0.734000027179718
423,0.7360000014305115
424,0.7369999885559082
425,0.7379999756813049
426,0.7390000224113464
427,0.7409999966621399
428,0.7419999837875366
429,0.7440000176429749
430,0.7450000047683716
431,0.746999979019165
432,0.7480000257492065
433,0.7490000128746033
434,0.7490000128746033
435,0.7509999871253967
436,0.7519999742507935
437,0.7540000081062317
438,0.7549999952316284
439,0.7570000290870667
440,0.7570000290870667
441,0.7590000033378601
442,0.7599999904632568
443,0.7599999904632568
444,0.7609999775886536
445,0.7630000114440918
446,0.7639999985694885
447,0.7649999856948853
448,0.765999972820282
449,0.7680000066757202
450,0.7680000066757202
451,0.7699999809265137
452,0.7699999809265137
453,0.7720000147819519
454,0.7720000147819519
455,0.7730000019073486
456,0.7739999890327454
457,0.7749999761581421
458,0.7760000228881836
459,0.7770000100135803
460,0.777999997138977
461,0.7789999842643738
462,0.7789999842643738
463,0.781000018119812
464,0.781000018119812
465,0.7820000052452087
466,0.7829999923706055
467,0.7829999923706055
468,0.7839999794960022
469,0.7839999794960022
470,0.7860000133514404
471,0.7860000133514404
472,0.7860000133514404
473,0.7860000133514404
474,0.7879999876022339
475,0.7879999876022339
476,0.7879999876022339
477,0.7889999747276306
478,0.7900000214576721
479,0.7900000214576721
480,0.7900000214576721
481,0.7900000214576721
482,0.7910000085830688
483,0.7919999957084656
484,0.7919999957084656
485,0.7919999957084656
486,0.7919999957084656
487,0.7919999957084656
488,0.7919999957084656
489,0.7940000295639038
490,0.7940000295639038
491,0.7940000295639038
492,0.7940000295639038
493,0.7940000295639038
494,0.7940000295639038
495,0.7940000295639038
496,0.7940000295639038
497,0.7940000295639038
498,0.7940000295639038
499,0.7940000295639038
500,0.7940000295639038
501,0.7940000295639038
502,0.7940000295639038
503,0.7940000295639038
504,0.7940000295639038
505,0.7940000295639038
506,0.7940000295639038
507,0.7929999828338623
508,0.7919999957084656
509,0.7919999957084656
510,0.7919999957084656
511,0.7919999957084656
512,0.7919999957084656
513,0.7919999957084656
514,0.7919999957084656
515,0.7919999957084656
516,0.7919999957084656
517,0.7919999957084656
518,0.7919999957084656
519,0.7919999957084656
520,0.7919999957084656
521,0.7919999957084656
522,0.7919999957084656
523,0.7919999957084656
524,0.7919999957084656
525,0.7919999957084656
526,0.7919999957084656
527,0.7919999957084656
528,0.7919999957084656
529,0.7940000295639038
530,0.7940000295639038
531,0.7940000295639038
532,0.7940000295639038
533,0.7940000295639038
534,0.7950000166893005
535,0.7950000166893005
536,0.7950000166893005
537,0.7950000166893005
538,0.7950000166893005
539,0.7960000038146973
540,0.796999990940094
541,0.796999990940094
542,0.796999990940094
543,0.796999990940094
544,0.796999990940094
545,0.796999990940094
546,0.7990000247955322
547,0.7990000247955322
548,0.7990000247955322
549,0.7990000247955322
550,0.7990000247955322
551,0.7990000247955322
552,0.7990000247955322
553,0.7990000247955322
554,0.7990000247955322
555,0.7990000247955322
556,0.7990000247955322
557,0.800000011920929
558,0.800000011920929
559,0.7990000247955322
560,0.7990000247955322
561,0.7990000247955322
562,0.7990000247955322
563,0.7990000247955322
564,0.796999990940094
565,0.796999990940094
566,0.7950000166893005
567,0.7950000166893005
568,0.7950000166893005
569,0.7940000295639038
570,0.7940000295639038
571,0.7929999828338623
572,0.7919999957084656
573,0.7919999957084656
574,0.7919999957084656
575,0.7900000214576721
576,0.7900000214576721
577,0.7900000214576721
578,0.7900000214576721
579,0.7879999876022339
580,0.7879999876022339
581,0.7879999876022339
582,0.7879999876022339
583,0.7860000133514404
584,0.7860000133514404
585,0.7860000133514404
586,0.7860000133514404
587,0.7860000133514404
588,0.7860000133514404
589,0.7860000133514404
590,0.7850000262260437
591,0.7839999794960022
592,0.7839999794960022
593,0.7839999794960022
594,0.7839999794960022
595,0.7839999794960022
596,0.7839999794960022
597,0.7839999794960022
598,0.7839999794960022
599,0.7839999794960022
600,0.7839999794960022
601,0.7839999794960022
602,0.7839999794960022
603,0.7839999794960022
604,0.7839999794960022
605,0.7839999794960022
606,0.7839999794960022
607,0.7839999794960022
608,0.7839999794960022
609,0.7839999794960022
610,0.7839999794960022
611,0.7839999794960022
612,0.7839999794960022
613,0.7839999794960022
614,0.7839999794960022
615,0.7839999794960022
616,0.7839999794960022
617,0.7839999794960022
618,0.7829999923706055
619,0.7829999923706055
620,0.7829999923706055
621,0.7829999923706055
622,0.781000018119812
623,0.781000018119812
624,0.781000018119812
625,0.781000018119812
626,0.7789999842643738
627,0.7789999842643738
628,0.7770000100135803
629,0.7770000100135803
630,0.7770000100135803
631,0.7749999761581421
632,0.7749999761581421
633,0.7749999761581421
634,0.7730000019073486
635,0.7730000019073486
636,0.7720000147819519
637,0.7720000147819519
638,0.7720000147819519
639,0.7710000276565552
640,0.7699999809265137
641,0.7680000066757202
642,0.7680000066757202
643,0.7670000195503235
644,0.765999972820282
645,0.7649999856948853
646,0.7639999985694885
647,0.7630000114440918
648,0.7620000243186951
649,0.7609999775886536
650,0.7599999904632568
651,0.7599999904632568
652,0.7590000033378601
653,0.7590000033378601
654,0.7570000290870667
655,0.7570000290870667
656,0.7559999823570251
657,0.7549999952316284
658,0.7540000081062317
659,0.753000020980835
660,0.753000020980835
661,0.7509999871253967
662,0.7509999871253967
663,0.7490000128746033
664,0.7490000128746033
665,0.7480000257492065
666,0.7480000257492065
667,0.7459999918937683
668,0.7459999918937683
669,0.7459999918937683
670,0.7450000047683716
671,0.7440000176429749
672,0.7440000176429749
673,0.7419999837875366
674,0.7419999837875366
675,0.7419999837875366
676,0.7400000095367432
677,0.7400000095367432
678,0.7379999756813049
679,0.7379999756813049
680,0.7379999756813049
681,0.7369999885559082
