"Wavelength","Hamamatsu ORCA-Fusion C14440-20UP"
682,0.7369999885559082
683,0.7369999885559082
684,0.7350000143051147
685,0.7350000143051147
686,0.7350000143051147
687,0.7329999804496765
688,0.7329999804496765
689,0.7329999804496765
690,0.7310000061988831
691,0.7310000061988831
692,0.7300000190734863
693,0.7289999723434448
694,0.7289999723434448
695,0.7279999852180481
696,0.7269999980926514
697,0.7269999980926514
698,0.7250000238418579
699,0.7250000238418579
700,0.7250000238418579
701,0.7239999771118164
702,0.7239999771118164
703,0.722000002861023
704,0.7210000157356262
705,0.7200000286102295
706,0.7179999947547913
707,0.7170000076293945
708,0.7160000205039978
709,0.7149999737739563
710,0.7139999866485596
711,0.7120000123977661
712,0.7110000252723694
713,0.7089999914169312
714,0.7089999914169312
715,0.7070000171661377
716,0.7059999704360962
717,0.7039999961853027
718,0.703000009059906
719,0.7020000219345093
720,0.7020000219345093
721,0.699999988079071
722,0.6990000009536743
723,0.6980000138282776
724,0.6970000267028809
725,0.6959999799728394
726,0.6940000057220459
727,0.6930000185966492
728,0.6919999718666077
729,0.6909999847412109
730,0.6899999976158142
731,0.6890000104904175
732,0.6890000104904175
733,0.6869999766349792
734,0.6859999895095825
735,0.6840000152587891
736,0.6840000152587891
737,0.6819999814033508
738,0.6800000071525574
739,0.6779999732971191
740,0.6779999732971191
741,0.675000011920929
742,0.675000011920929
743,0.6710000038146973
744,0.6700000166893005
745,0.6679999828338623
746,0.6660000085830688
747,0.6629999876022339
748,0.6610000133514404
749,0.6589999794960022
750,0.6549999713897705
751,0.6539999842643738
752,0.6499999761581421
753,0.6480000019073486
754,0.6460000276565552
755,0.6439999938011169
756,0.640999972820282
757,0.6399999856948853
758,0.6359999775886536
759,0.6349999904632568
760,0.6320000290870667
761,0.6299999952316284
762,0.6269999742507935
763,0.6259999871253967
764,0.621999979019165
765,0.6200000047683716
766,0.6179999709129333
767,0.6169999837875366
768,0.6129999756813049
769,0.6110000014305115
770,0.6079999804496765
771,0.6079999804496765
772,0.6039999723434448
773,0.6019999980926514
774,0.5989999771118164
775,0.597000002861023
776,0.5950000286102295
777,0.5910000205039978
778,0.5899999737739563
779,0.5870000123977661
780,0.5849999785423279
781,0.5820000171661377
782,0.5799999833106995
783,0.5759999752044678
784,0.5740000009536743
785,0.5709999799728394
786,0.5690000057220459
787,0.5649999976158142
788,0.5630000233650208
789,0.5600000023841858
790,0.5580000281333923
791,0.5540000200271606
792,0.5519999861717224
793,0.5479999780654907
794,0.5460000038146973
795,0.5419999957084656
796,0.5400000214576721
797,0.5370000004768372
798,0.5350000262260437
799,0.531000018119812
800,0.5289999842643738
801,0.5249999761581421
802,0.5230000019073486
803,0.5180000066757202
804,0.515999972820282
805,0.5130000114440918
806,0.5109999775886536
807,0.5070000290870667
808,0.503000020980835
809,0.5
810,0.4959999918937683
811,0.49399998784065247
812,0.4909999966621399
813,0.48899999260902405
814,0.48500001430511475
815,0.4819999933242798
816,0.4779999852180481
817,0.47600001096725464
818,0.47200000286102295
819,0.4699999988079071
820,0.46700000762939453
821,0.46399998664855957
822,0.45899999141693115
823,0.4569999873638153
824,0.45399999618530273
825,0.4519999921321869
826,0.4480000138282776
827,0.44600000977516174
828,0.44200000166893005
829,0.4399999976158142
830,0.4350000023841858
831,0.4339999854564667
832,0.4300000071525574
833,0.42800000309944153
834,0.42399999499320984
835,0.421999990940094
836,0.4180000126361847
837,0.41600000858306885
838,0.41200000047683716
839,0.4090000092983246
840,0.40700000524520874
841,0.40299999713897705
842,0.4009999930858612
843,0.39800000190734863
844,0.3959999978542328
845,0.3919999897480011
846,0.38999998569488525
847,0.38600000739097595
848,0.38499999046325684
849,0.38100001215934753
850,0.3790000081062317
851,0.375
852,0.37400001287460327
853,0.3700000047683716
854,0.36800000071525574
855,0.36399999260902405
856,0.3630000054836273
857,0.35899999737739563
858,0.3569999933242798
859,0.3529999852180481
860,0.35100001096725464
861,0.3479999899864197
862,0.34599998593330383
863,0.34200000762939453
864,0.34200000762939453
865,0.33899998664855957
866,0.3370000123977661
867,0.3330000042915344
868,0.3310000002384186
869,0.328000009059906
870,0.3240000009536743
871,0.32199999690055847
872,0.3179999887943268
873,0.31700000166893005
874,0.3140000104904175
875,0.31200000643730164
876,0.30799999833106995
877,0.3059999942779541
878,0.3019999861717224
879,0.3009999990463257
880,0.29600000381469727
881,0.2939999997615814
882,0.29100000858306885
883,0.2879999876022339
884,0.2840000092983246
885,0.28200000524520874
886,0.27900001406669617
887,0.2770000100135803
888,0.2720000147819519
889,0.27000001072883606
890,0.26600000262260437
891,0.2639999985694885
892,0.25999999046325684
893,0.257999986410141
894,0.2549999952316284
895,0.2529999911785126
896,0.24899999797344208
897,0.24699999392032623
898,0.24300000071525574
899,0.24199999868869781
900,0.2370000034570694
901,0.23399999737739563
902,0.23199999332427979
903,0.2280000001192093
904,0.22599999606609344
905,0.22300000488758087
906,0.22100000083446503
907,0.21699999272823334
908,0.2150000035762787
909,0.210999995470047
910,0.20999999344348907
911,0.20600000023841858
912,0.20499999821186066
913,0.20100000500679016
914,0.19900000095367432
915,0.19699999690055847
916,0.19499999284744263
917,0.19099999964237213
918,0.1889999955892563
919,0.18700000643730164
920,0.1850000023841858
921,0.18199999630451202
922,0.18000000715255737
923,0.1770000010728836
924,0.17599999904632568
925,0.17299999296665192
926,0.1720000058412552
927,0.16899999976158142
928,0.16699999570846558
929,0.164000004529953
930,0.16300000250339508
931,0.1599999964237213
932,0.15800000727176666
933,0.15600000321865082
934,0.15299999713897705
935,0.15199999511241913
936,0.14900000393390656
937,0.1469999998807907
938,0.14399999380111694
939,0.14300000667572021
940,0.14100000262260437
941,0.13899999856948853
942,0.13699999451637268
943,0.13500000536441803
944,0.13199999928474426
945,0.13099999725818634
946,0.12800000607967377
947,0.12800000607967377
948,0.12399999797344208
949,0.12300000339746475
950,0.11999999731779099
951,0.11800000071525574
952,0.11699999868869781
953,0.11500000208616257
954,0.11299999803304672
955,0.11100000143051147
956,0.10899999737739563
957,0.10700000077486038
958,0.10599999874830246
959,0.10400000214576721
960,0.10199999809265137
961,0.10000000149011612
962,0.09799999743700027
963,0.09600000083446503
964,0.09399999678134918
965,0.09200000017881393
966,0.09099999815225601
967,0.08900000154972076
968,0.08699999749660492
969,0.08500000089406967
970,0.08299999684095383
971,0.0820000022649765
972,0.07999999821186066
973,0.07800000160932541
974,0.07699999958276749
975,0.07400000095367432
976,0.07400000095367432
977,0.07199999690055847
978,0.07100000232458115
979,0.0689999982714653
980,0.06800000369548798
981,0.06599999964237213
982,0.06499999761581421
983,0.06300000101327896
984,0.061000000685453415
985,0.05999999865889549
986,0.05900000035762787
987,0.057999998331069946
988,0.05700000002980232
989,0.054999999701976776
990,0.05400000140070915
991,0.052000001072883606
