"Wavelength","Kinetix sCMOS"
203,0.23430000245571136
204,0.24230000376701355
205,0.25029999017715454
206,0.2565999925136566
207,0.2597000002861023
208,0.26269999146461487
209,0.26579999923706055
210,0.2689000070095062
211,0.2736000120639801
212,0.2928999960422516
213,0.296099990606308
214,0.29919999837875366
215,0.30239999294281006
216,0.30550000071525574
217,0.30869999527931213
218,0.3118000030517578
219,0.31529998779296875
220,0.3222000002861023
221,0.32910001277923584
222,0.3359000086784363
223,0.34279999136924744
224,0.35359999537467957
225,0.3650999963283539
226,0.37929999828338623
227,0.3935000002384186
228,0.3953999876976013
229,0.39739999175071716
230,0.3993000090122223
231,0.40119999647140503
232,0.40310001373291016
233,0.4050000011920929
234,0.40700000524520874
235,0.4088999927043915
236,0.4108000099658966
237,0.41200000047683716
238,0.41119998693466187
239,0.41040000319480896
240,0.40959998965263367
241,0.40880000591278076
242,0.40799999237060547
243,0.40720000863075256
244,0.40639999508857727
245,0.40560001134872437
246,0.4047999978065491
247,0.4025999903678894
248,0.399399995803833
249,0.39629998803138733
250,0.39309999346733093
251,0.38989999890327454
252,0.38679999113082886
253,0.38359999656677246
254,0.38040000200271606
255,0.37560001015663147
256,0.37049999833106995
257,0.3653999865055084
258,0.3603000044822693
259,0.35510000586509705
260,0.3499000072479248
261,0.34439998865127563
262,0.33899998664855957
263,0.3334999978542328
264,0.3280999958515167
265,0.32440000772476196
266,0.3206999897956848
267,0.31700000166893005
268,0.3133000135421753
269,0.3095000088214874
270,0.3068999946117401
271,0.3068000078201294
272,0.30660000443458557
273,0.30649998784065247
274,0.30630001425743103
275,0.3061999976634979
276,0.3061000108718872
277,0.3059000074863434
278,0.3057999908924103
279,0.30559998750686646
280,0.30550000071525574
281,0.30660000443458557
282,0.3086000084877014
283,0.31060001254081726
284,0.3125999867916107
285,0.31459999084472656
286,0.3165999948978424
287,0.31859999895095825
288,0.3208000063896179
289,0.3276999890804291
290,0.3346000015735626
291,0.34150001406669617
292,0.3483999967575073
293,0.3555999994277954
294,0.3677000105381012
295,0.3799000084400177
296,0.3919999897480011
297,0.4023999869823456
298,0.4106000065803528
299,0.4187999963760376
300,0.4244000017642975
301,0.4219000041484833
302,0.41929998993873596
303,0.41679999232292175
304,0.41429999470710754
305,0.4117000102996826
306,0.4092000126838684
307,0.4065999984741211
308,0.4041000008583069
309,0.40130001306533813
310,0.398499995470047
311,0.39579999446868896
312,0.3930000066757202
313,0.3903000056743622
314,0.38749998807907104
315,0.3847000002861023
316,0.38199999928474426
317,0.3822999894618988
318,0.3824999928474426
319,0.38280001282691956
320,0.382999986410141
321,0.3833000063896179
322,0.38350000977516174
323,0.3837999999523163
324,0.3840000033378601
325,0.38429999351501465
326,0.38589999079704285
327,0.3878999948501587
328,0.38999998569488525
329,0.3921000063419342
330,0.39419999718666077
331,0.39469999074935913
332,0.39430001378059387
333,0.39399999380111694
334,0.3937000036239624
335,0.39329999685287476
336,0.3930000066757202
337,0.392300009727478
338,0.391400009393692
339,0.3905999958515167
340,0.3896999955177307
341,0.3887999951839447
342,0.3880000114440918
343,0.3871000111103058
344,0.3862999975681305
345,0.3853999972343445
346,0.3846000134944916
347,0.38370001316070557
348,0.38350000977516174
349,0.38350000977516174
350,0.38359999656677246
351,0.38359999656677246
352,0.38359999656677246
353,0.38370001316070557
354,0.38370001316070557
355,0.38370001316070557
356,0.38429999351501465
357,0.38609999418258667
358,0.3878999948501587
359,0.3896999955177307
360,0.3898000121116638
361,0.3889000117778778
362,0.3878999948501587
363,0.3869999945163727
364,0.38600000739097595
